52039343,Ericsson,T39M,,
52039344,Ericsson,T39M,,
52039345,Ericsson,T39M,,
52039351,Ericsson,T39M,,
52039361,Ericsson,T39M,,
52039362,Ericsson,T39M,,
52039363,Ericsson,T39M,,
52039369,Ericsson,T39M,,
52039371,Ericsson,T39M,,
52039400,Ericsson,T39M,,
52039419,Ericsson,T39M,,
52039442,Ericsson,T39M,,
52039443,Ericsson,T39M,,
52039444,Ericsson,T39M,,
52039445,Ericsson,T39M,,
52039451,Ericsson,T39M,,
52039461,Ericsson,T39M,,
52039462,Ericsson,T39M,,
52039463,Ericsson,T39M,,
52039469,Ericsson,T39M,,
52039471,Ericsson,T39M,,
52039500,Ericsson,T39M,,
52039519,Ericsson,T39M,,
52039542,Ericsson,T39M,,
52039543,Ericsson,T39M,,
52039544,Ericsson,T39M,,
52039545,Ericsson,T39M,,
52039551,Ericsson,T39M,,
52039561,Ericsson,T39M,,
52039562,Ericsson,T39M,,
52039563,Ericsson,T39M,,
52039569,Ericsson,T39M,,
52039571,Ericsson,T39M,,
52039600,Ericsson,T39M,,
52039619,Ericsson,T39M,,
52039642,Ericsson,T39M,,
52039643,Ericsson,T39M,,
52039644,Ericsson,T39M,,
52039645,Ericsson,T39M,,
52039651,Ericsson,T39M,,
52039661,Ericsson,T39M,,
52039662,Ericsson,T39M,,
52039663,Ericsson,T39M,,
52039669,Ericsson,T39M,,
52039671,Ericsson,T39M,,
52039700,Ericsson,T39M,,
52039745,Ericsson,T39,,
52039800,Ericsson,T39M,,
52039819,Ericsson,T39M,,
52039842,Ericsson,T39M,,
52039843,Ericsson,T39M,,
52039844,Ericsson,T39M,,
52039845,Ericsson,T39M,,
52039851,Ericsson,T39M,,
52039861,Ericsson,T39M,,
52039862,Ericsson,T39M,,
52039863,Ericsson,T39M,,
52039869,Ericsson,T39M,,
52039871,Ericsson,T39M,,
52039900,Ericsson,T39M,,
52040000,Ericsson,T39M,,
52040019,Ericsson,T39M,,
52040042,Ericsson,T39M,,
52040043,Ericsson,T39M,,
52040044,Ericsson,T39M,,
52040045,Ericsson,T39M,,
52040051,Ericsson,T39M,,
52040061,Ericsson,T39M,,
52040062,Ericsson,T39M,,
52040063,Ericsson,T39M,,
52040069,Ericsson,T39M,,
52040071,Ericsson,T39M,,
52040100,Ericsson,T39M,,
52040171,Ericsson,T39,,
52040200,Ericsson,T39M,,
52040271,Ericsson,T39,,
52040300,Ericsson,T39M,,
52040371,Ericsson,T39,,
52040400,Ericsson,T39M,,
52040471,Ericsson,T39,,
52040500,Ericsson,T39M,,
52040519,Ericsson,T39M,,
52040542,Ericsson,T39M,,
52040543,Ericsson,T39M,,
52040544,Ericsson,T39M,,
52040545,Ericsson,T39M,,
52040551,Ericsson,T39M,,
52040561,Ericsson,T39M,,
52040562,Ericsson,T39M,,
52040563,Ericsson,T39M,,
52040569,Ericsson,T39M,,
52040571,Ericsson,T39M,,
52040600,Ericsson,T39M,,
52040619,Ericsson,T39M,,
52040642,Ericsson,T39M,,
52040643,Ericsson,T39M,,
52040644,Ericsson,T39M,,
52040645,Ericsson,T39M,,
52040651,Ericsson,T39M,,
52040661,Ericsson,T39M,,
52040662,Ericsson,T39M,,
52040663,Ericsson,T39M,,
52040669,Ericsson,T39M,,
52040671,Ericsson,T39M,,
52040700,Ericsson,T39M,,
52040763,Ericsson,T39,,
52040771,Ericsson,T39,,
52040800,Ericsson,T39M,,
52040819,Ericsson,T39M,,
52040842,Ericsson,T39M,,
52040843,Ericsson,T39M,,
52040844,Ericsson,T39M,,
52040845,Ericsson,T39M,,
52040851,Ericsson,T39M,,
52040861,Ericsson,T39M,,
52040862,Ericsson,T39M,,
52040863,Ericsson,T39M,,
52040869,Ericsson,T39M,,
52040871,Ericsson,T39M,,
52040900,Ericsson,T39M,,
52041000,Ericsson,T39M,,
52041100,Ericsson,T29s,,
52041119,Ericsson,T29s,,
52041142,Ericsson,T29s,,
52041143,Ericsson,T29s,,
52041144,Ericsson,T29s,,
52041145,Ericsson,T29s,,
52041151,Ericsson,T29s,,
52041161,Ericsson,T29s,,
52041162,Ericsson,T29s,,
52041163,Ericsson,T29s,,
52041169,Ericsson,T29s,,
52041171,Ericsson,T29s,,
52041200,Ericsson,T29s,,
52041271,Ericsson,1101602-BV,,
52041300,Ericsson,T29s,,
52041319,Ericsson,T29s,,
52041342,Ericsson,T29s,,
52041343,Ericsson,T29s,,
52041344,Ericsson,T29s,,
52041345,Ericsson,T29s,,
52041351,Ericsson,T29s,,
52041361,Ericsson,T29s,,
52041362,Ericsson,T29s,,
52041363,Ericsson,T29s,,
52041369,Ericsson,T29s,,
52041371,Ericsson,T29s,,
52041400,Ericsson,T29s,,
52041500,Ericsson,T29s,,
52041600,Ericsson,1104602-CN,,
52041662,Ericsson,1104602-CN,,
52041671,Ericsson,1104602-CN,,
52041700,Ericsson,1102602-CN,,
52041800,Ericsson,T29s,,
52041900,Ericsson,T29s,,
52042000,Ericsson,T29s,,
52042100,Ericsson,1101101-PD,,
52042200,Quanta,Giya E320,,
52042400,Ericsson,A3618,,
52042419,Ericsson,A3618,,
52042420,Ericsson,A3618,,
52042442,Ericsson,A3618,,
52042443,Ericsson,A3618,,
52042444,Ericsson,A3618,,
52042445,Ericsson,A3618,,
52042451,Ericsson,A3618,,
52042461,Ericsson,A3618,,
52042462,Ericsson,A3618,,
52042463,Ericsson,A3618,,
52042469,Ericsson,A3618,,
52042471,Ericsson,A3618,,
52042480,Ericsson,A3618,,
52042481,Ericsson,A3618,,
52042500,Ericsson,A3618,,
52042580,Ericsson,A3618,,
52042600,Ericsson,A3618,,
52042619,Ericsson,A3618,,
52042620,Ericsson,A3618,,
52042642,Ericsson,A3618,,
52042643,Ericsson,A3618,,
52042644,Ericsson,A3618,,
52042645,Ericsson,A3618,,
52042651,Ericsson,A3618,,
52042661,Ericsson,A3618,,
52042662,Ericsson,A3618,,
52042663,Ericsson,A3618,,
52042669,Ericsson,A3618,,
52042671,Ericsson,A3618,,
52042680,Ericsson,A3618,,
52042681,Ericsson,A3618,,
52042700,Conexant,Neon 2,,
52042900,Ericsson,GSDM100DB,,
52043000,Tresor Data,T101B,,
52043001,Tresor Data,T101B,,
52043100,Ericsson,T39M,,
52043200,Ericsson,T39M,,
52043300,Ericsson,T39M,,
52043400,Ericsson,T39M,,
52043500,Ericsson,T39M,,
52043600,Standard Telecom,Nixxo NXG-8000,,
52043700,Ericsson,R520m,,
52043800,Ericsson,R520m,,
52043851,Ericsson,R520m,,
52043900,Ericsson,R520m,,
52044000,Ericsson,R520m,,
52044100,Ericsson,R520m,,
52044200,Ericsson,R520m,,
52044300,Ericsson,T39M,,
52044319,Ericsson,T39M,,
52044342,Ericsson,T39M,,
52044343,Ericsson,T39M,,
52044344,Ericsson,T39M,,
52044345,Ericsson,T39M,,
52044351,Ericsson,T39M,,
52044361,Ericsson,T39M,,
52044362,Ericsson,T39M,,
52044363,Ericsson,T39M,,
52044369,Ericsson,T39M,,
52044371,Ericsson,T39M,,
52044400,Ericsson,T39M,,
52044471,Ericsson,T39M,,
52044500,Ericsson,T39M,,
52044519,Ericsson,T39M,,
52044542,Ericsson,T39M,,
52044543,Ericsson,T39M,,
52044544,Ericsson,T39M,,
52044545,Ericsson,T39M,,
52044551,Ericsson,T39M,,
52044561,Ericsson,T39M,,
52044562,Ericsson,T39M,,
52044563,Ericsson,T39M,,
52044569,Ericsson,T39M,,
52044571,Ericsson,T39M,,
52044600,Mobilink Telecom,PLUTO,,
52079000,Siemens,SX1,,
52900100,Ericsson,R290 Satellite,,
52900119,Ericsson,R290 Satellite,,
52900200,Ericsson,R290 Satellite,,
52900300,Ericsson,R290 Satellite,,
52900400,Ericsson,R290 Satellite,,
52900500,Ericsson,R290 Satellite,,
52900600,Ericsson,R290 Satellite,,
53377000,Nokia,6100,,
54082600,Nokia,6210,,
63237500,Sony Ericsson,Z600,,
69728300,Nokia,6210,,
72580000,Motorola,SLVR L7,,
91500100,Nokia,C-Tel,,
91500500,Nokia,C-Tel,,
94000700,Siemens,MC39i,,
99011900,Siemens,unknown,,
99034500,Siemens,unknown,,
99034600,AEG Mobile Comms,unknown,,
99345800,Matra Communications,unknown,,
99547900,AEG Mobile Comms,unknown,,
99548000,Matra Communications,unknown,,
99675400,Nokia,unknown,,
99875400,Matra Communications,unknown,,
99875500,Matra Communications,unknown,,
99875600,AEG Mobile Comms,unknown,,
99979800,AEG Mobile Comms,unknown,,
99991000,Siemens,C62,,
30000200,Kyocera,SD-66K,,
31588400,Sendo,M550,,
32064600,Alcatel,OT Easy,,
33000300,Alcatel,9109,,
33000400,Alcatel,9109,,
33000800,Alcatel,9109,,
33000900,Alcatel,9109,,
33002400,Samsung,SGH-200,,
33003100,Acer,G201,,
33003700,Sagem,G21-L1,,
33005800,Sagem,RC 720,,
33005900,Sagem,RC 730,,
33007400,Alcatel,OT View,,
33007700,Sagem,G21-2F,,
33007900,Sagem,RC735,,
33008200,Sagem,RC 750,,
33008300,Sagem,RC 730,,
33008400,Sagem,RC 725,,
33008700,Alcatel,OT Club,,
33008800,Alcatel,One Touch Club+,,
33008900,Alcatel,One Touch Max,,
33009300,Alcatel,OT Easy,,
33009400,Sagem,RC 710,,
33009500,Sagem,RC 720,,
33009600,Sagem,RC 730,,
33009800,Sagem,RD 750,,
33010700,Sagem,G31P5,,
33010800,Sagem,RC 835,,
33010900,Sagem,G31P5,,
33011000,Sagem,RD 855,,
33011100,Sagem,G31P5,,
33011200,Sagem,G31B0,,
33011300,Sagem,G31B0,,
33011400,Sagem,RC 810,,
33011600,Sagem,G31B0,,
33011700,Sagem,G31B5,,
33011800,Sagem,G31B5,,
33011900,Sagem,G31B5,,
33012000,Sagem,RC 815,,
33012200,Sagem,RC 825,,
33012600,Alcatel,OT View,,
33012800,Sagem,GS818,,
33012900,Sagem,GS838,,
33013000,Sagem,GS858,,
33013100,Sagem,G31B0,,
33013200,Sagem,G31P5,,
33013400,Sagem,G31P0,,
33013600,Sagem,G31P0,,
33013700,Sagem,G31P0,,
33014100,Alcatel,Pocketline Swing,,
33014400,Panasonic,CF-27,,
33014500,Sagem,GS838,,
33014600,Sagem,G31P5,,
33014700,Sagem,RD 855,,
33014800,Sagem,G31P5,,
33014900,Sagem,RC 835,,
33015000,Sagem,G31P5,,
33015100,Sagem,GS858,,
33015200,Sagem,G31P5,,
33015300,Sagem,G31P5,,
33015400,Sagem,RD 840,,
33015500,Sagem,RD 840,,
33015600,Sagem,G31P0,,
33015700,Sagem,G31P0,,
33016000,Sagem,G312BO,,
33016100,Sagem,G31B0,,
33016400,Sagem,G31B0,,
33016600,Sagem,G31B0,,
33016800,Sagem,G31B5,,
33016900,Sagem,G31B5,,
33017000,Sagem,RC 815,,
33017100,Sagem,RC 822,,
33017200,Sagem,RC 825,,
33017300,Sagem,GS818,,
33017400,Alcatel,OT Easy,,
33017500,Alcatel,OT Club,,
33017600,Alcatel,One Touch Club+,,
33017700,Alcatel,OT Easy,,
33017800,Alcatel,One Touch Easy 0.9,,
33018000,Alcatel,One Touch View 0.9,,
33018200,Sagem,G313-B0,,
33018300,Sagem,G313-P0,,
33018400,Sagem,G313-P5,,
33018500,Sagem,G41S-P,,
33018600,Sagem,G41F-P,,
33018700,Sagem,G41P-P,,
33018800,Sagem,G41F-B,,
33018900,Sagem,G41S-B,,
33019100,Sagem,G314-B5,,
33019200,Sagem,G314-B0,,
33019300,Sagem,G314-P9,,
33019400,Sagem,G314-P0,,
33019500,Sagem,G314-P5,,
33019700,Sagem,RC 815,,
33019800,Sagem,G314-B0,,
33019900,Sagem,RC 820,,
33020000,Sagem,RC 825,,
33020100,Sagem,G314-B5,,
33020200,Sagem,G31B0,,
33020300,Sagem,G314-B0,,
33020400,Sagem,G31B0,,
33020500,Sagem,RC 835,,
33020600,Sagem,G314-B5,,
33020700,Sagem,G314-B0,,
33020800,Sagem,RC840,,
33020900,Sagem,G314-P5,,
33021000,Sagem,G314-P9,,
33021100,Sagem,RC840,,
33021200,Sagem,G314-P5,,
33021300,Sagem,G314-P9,,
33021400,Sagem,G 412 S-B,,
33021500,Sagem,G412S-P,,
33021600,Sagem,G412F-P,,
33021700,Sagem,G412F-B,,
33021800,Sagem,G 412 S-B,,
33021900,Sagem,G413S-B,,
33022000,Sagem,G413S-P,,
33022100,Sagem,G413F-P,,
33022200,Sagem,G413F-B,,
33022300,Sagem,G413P-P,,
33100000,Sagem,DC735,,
33102600,Sagem,D41S-P,,
33103600,Sagem,D41S-B,,
33104300,Sagem,DC810,,
33104400,Sagem,DC815,,
33104500,Sagem,DC815,,
33104600,Sagem,DC819,,
33104700,Sagem,DC 820,,
33104800,Sagem,DC815,,
33104900,Sagem,DC819,,
33105000,Sagem,DC830,,
33105100,Sagem,DC815,,
33105200,Sagem,DC819,,
33105300,Sagem,DC840,,
33105400,Sagem,DC845,,
33105500,Sagem,DC849,,
33105600,Sagem,DC850,,
33105700,Sagem,DC845,,
33105800,Sagem,DC849,,
33200500,Sagem,M22-F2,,
33200600,Sagem,M22-FL,,
33201100,Sagem,M31,,
33201200,Sagem,M31,,
33201300,Sagem,M31-P5,,
33202700,Sagem,MC 835,,
33202800,Sagem,MC 825,,
33202900,Sagem,MC 815,,
33203000,Sagem,MC 850,,
33203100,Sagem,MC 840,,
33203200,Sagem,MC 810,,
33203300,Sagem,MC 820,,
33203400,Sagem,MC 830,,
33203500,Sagem,MC 835,,
33203600,Sagem,MC 835,,
33203700,Sagem,M312-P9,,
33203800,Sagem,M312-B9,,
33204000,Alcatel,OT Max db,,
33204500,Sagem,M313-B9,,
33204600,Sagem,M313-P5,,
33204700,Sagem,M313-P9,,
33204800,Sagem,M313-PO,,
33205000,Sagem,M41S-P,,
33205100,Alcatel,OT Gum db,,
33205300,Sagem,M41F-B,,
33205400,Sagem,M41S-B,,
33205600,Sagem,M314-B0,,
33206000,Sagem,M314,,
33206100,Sagem,M314-P9,,
33206600,Sagem,M314,,
33206700,Sagem,MC 815,,
33206800,Sagem,MC 819,,
33207000,Sagem,M314,,
33207100,Sagem,MC 825,,
33207200,Sagem,MC 825,,
33207300,Sagem,MC 825,,
33207400,Sagem,MC 819,,
33207500,Sagem,MC 830,,
33207600,Sagem,MC 835,,
33207700,Sagem,MC 825,,
33207800,Sagem,MC 825,,
33207900,Sagem,MC 839,,
33208000,Sagem,MC 840,,
33208100,Sagem,MC 835,,
33208200,Sagem,M314-P9,,
33208300,Sagem,MC 850,,
33208400,Sagem,MC 835,,
33208500,Sagem,M314-B0,,
33208600,Sagem,MC 859,,
33208700,Sagem,MC 840,,
33208800,Sagem,DMC 830,,
33208900,Sagem,MC 835,,
33209000,Sagem,MC 835,,
33209100,Sagem,DMC 839,,
33209500,Sagem,MC 922,,
33210000,Sagem,M 8300,,
33210100,Sagem,MC 850,,
33210400,Sagem,M312B0-GR,,
33210500,Sagem,M312B5-GR,,
33210600,Sagem,M312P0-GR,,
33210700,Sagem,M312P5-GR,,
33211000,Alcatel,OT Gum db,,
33211100,Alcatel,OT Gum db,,
33211300,Alcatel,OT View db,,
33211400,Alcatel,OT Max db,,
33211500,Alcatel,OT Max db,,
33211600,Sagem,MC 922,,
33211700,Sagem,MC 942,,
33212100,Sagem,M412-S-P,,
33212300,Sagem,MC 922,,
33212400,Sagem,M413-S-P,,
33212500,Sagem,M413-S-P,,
33212600,Sagem,M413-S-P,,
33212700,Sagem,M413F-P,,
33212800,Sagem,M413F-B,,
33212900,Sagem,M413-S-P,,
33213200,Alcatel,OT Easy db,,
33213300,Alcatel,OT Easy db,,
33213400,Alcatel,OT Easy db,,
33213600,Alcatel,One Touch Club db,,
33213700,Alcatel,One Touch Club db,,
33213800,Alcatel,One Touch Club db,,
33213900,Alcatel,One Touch Club db,,
33214100,Alcatel,OT View db,,
33215800,Alcatel,OT-303,,
33215900,Alcatel,OT-303,,
33216000,Alcatel,OT-303,,
33216100,Alcatel,OT-303,,
33216200,Alcatel,OT-303,,
33216300,Alcatel,OT-303,,
33216400,Alcatel,OT-303,,
33216500,Alcatel,OT-303,,
33216600,Alcatel,OT-303,,
33216800,Alcatel,OT-303,,
33216900,Alcatel,OT-303,,
33217000,Alcatel,OT-303,,
33217100,Alcatel,OT-303,,
33217200,Alcatel,OT-303,,
33217300,Alcatel,OT-303,,
33217400,Alcatel,OT-303,,
33217500,Alcatel,OT-303,,
33217600,Alcatel,OT-303,,
33217700,Sagem,M 42,,
33217900,Sagem,M 42,,
33218100,Sagem,MW 936,,
33218200,Sagem,MW930,,
33218300,Sagem,M 42,,
33218400,Sagem,M 42,,
33218500,Alcatel,OT-501,,
33218600,Alcatel,OT-501,,
33218700,Alcatel,OT-501,,
33218800,Alcatel,OT-501,,
33218900,Alcatel,OT-501,,
33219000,Alcatel,OT-501,,
33219100,Alcatel,OT-501,,
33219200,Alcatel,OT-501,,
33219300,Alcatel,OT-501,,
33219400,Alcatel,OT-501,,
33219700,Sagem,M413-S-P,,
33220800,Sagem,M413-S-P,,
33220900,Sagem,M413-S-P,,
33221000,Sagem,M413-S-P,,
33221100,Sagem,M412-S-P,,
33221200,Sagem,M412-S-P,,
33221400,Sagem,M412-S-P,,
35719706,Fairphone,Fairphone 2,,
33221500,Sagem,M412P,,
33221600,Sagem,M412-S-P,,
33221700,Sagem,MC 940,,
33221800,Sagem,M51,,
33221900,Sagem,MC 3000,,
33222000,Sagem,MC3020,,
33222200,Sagem,M 42 PLP,,
33222300,Sagem,M 42,,
33222400,Sagem,MW930,,
33222500,Sagem,MW 959,,
33222600,Sagem,MW930,,
33222700,Sagem,M 42,,
33222800,Sagem,M 42 PLP,,
33222900,Sagem,M 42,,
33223000,Sagem,WA 3050,,
33223100,Sagem,WA 3020,,
33223200,Sagem,MD 958,,
33223300,Sagem,MD 958,,
33223400,Sagem,MD 958,,
33223500,Sagem,MD 958,,
33223600,Sagem,MD 958,,
33223700,Sagem,MD 958,,
33223800,Sagem,M422 SP,,
33223900,Sagem,M422SB,,
33224000,Sagem,M422PP,,
33224100,Sagem,M422 SP,,
33224200,Sagem,M422PLB,,
33224300,Sagem,M422 SP,,
33224400,Sagem,M422FB,,
33224500,Sagem,M 42,,
33224600,Sagem,GD950,,
33224700,Sagem,G950,,
33224800,Sagem,GD920,,
33224900,Sagem,G920,,
33225000,Sagem,M413-S-P,,
33225100,Sagem,G422FB,,
33225200,Sagem,G422FB,,
33225300,Sagem,G422FP,,
33225400,Sagem,G422FP,,
33225500,Sagem,G422PL-P,,
33225600,Sagem,G422PL-P,,
33225700,Sagem,G422PL-B,,
33225800,Sagem,G422PL-B,,
33225900,Sagem,G422SP,,
33226000,Sagem,G422SP,,
33226100,Sagem,G422SB,,
33226200,Sagem,G422SB,,
33226300,Sagem,G422P-P,,
33226400,Sagem,G422P-P,,
33226500,Sagem,M 42,,
33226600,Sagem,M 42,,
33226700,Sagem,M 42,,
33226800,Sagem,M 42,,
33226900,Sagem,MW930,,
33227000,Sagem,MC 936,,
33227100,Sagem,M 42 PLP,,
33227300,Sagem,M 42,,
33227400,Sagem,M 42,,
33227500,Sagem,M 42 PLP,,
33227600,Sagem,MC 936,,
33227700,Sagem,MW930,,
33227800,Sagem,M 42,,
33227900,Sagem,M 42,,
33228000,Sagem,M 42,,
33228100,Sagem,RT 30,,
33228200,Sagem,M 42,,
33228300,Sagem,M 42,,
33228500,Alcatel,OT 311,,
33228600,Alcatel,OT 311,,
33228700,Alcatel,OT 311,,
33228800,Alcatel,OT 311,,
33228900,Alcatel,OT 311,,
33229200,Alcatel,One Touch XXX,,
33229300,Alcatel,One Touch XXX,,
33229400,Alcatel,One Touch XXX,,
33229500,Alcatel,One Touch XXX,,
33229600,Sagem,MW930,,
33229700,Sagem,MC 936,,
33229800,Sagem,M 42 PLP,,
33229900,Sagem,M 42,,
33230000,Sagem,M 42,,
33230100,Sagem,M 42,,
33230200,Sagem,M 42,,
33230300,Sagem,M 42,,
33230400,Sagem,MW 3026,,
33230500,Sagem,MC3016,,
33230600,Sagem,MC3016,,
33230700,Sagem,MW 3046,,
33230900,Sagem,MXWi,,
33231000,Sagem,MW 3026,,
33231100,Sagem,MW 3026,,
33231200,Sagem,MC3010,,
33231300,Sagem,MW 3040,,
33231400,Sagem,M51-2,,
33231500,Sagem,M51-2,,
33231600,Sagem,M51-2,,
33231700,Sagem,MW3022,,
33231800,Sagem,MW 3042,,
33232000,Sagem,M52,,
33232100,Sagem,M52,,
33232200,Sagem,M52,,
33232300,Sagem,MW3036,,
33232400,Sagem,M52,,
33232500,Sagem,MW 3052,,
33232600,Sagem,MW3056,,
33232700,Sagem,WA 3020,,
33300000,Sagem,T412P-P,,
33300100,Sagem,T412S-P,,
33300200,Sagem,T412F-P,,
33300300,Sagem,T412S-B,,
33300400,Sagem,T412F-B,,
33504400,Nokia,3100,,
33530760,Nokia,6500 slide,,
33533700,Nokia,2650,,
34498102,Samsung,SGH-M140,,
34935400,Samsung,SGH-D410,,
35000400,Nokia,6091,,
35001600,Siemens,SL45 U35,,
35001700,Siemens,U3588 6686i,,
35001900,Siemens,A35,,
35002000,Siemens,A35,,
35002100,Siemens,A36,,
35002200,Siemens,A36,,
35002300,Maxon,MX6811A,,
35002400,Maxon,MX6810B,,
35002500,Maxon,MX6810A,,
35002600,Maxon,MX6811B,,
35002900,Motorola,Timeport 260,,
35003000,Motorola,MT3-411A21,,
35003900,Panasonic,GD52,,
35004000,NEC,DB3800,,
35004100,Maxon,MX6813,,
35004200,Maxon,MX6817,,
35004300,Samsung,SGH-2210,,
35004400,Samsung,SGH-2410,,
35004600,Maxon,MX6850,,
35004700,Maxon,MX6851,,
35004800,Panasonic,GD52,,
35004900,Philips,TCD208,,
35005000,Philips,CT9660,,
35005100,Philips,GW 901A,,
35005200,Philips,CT2828,,
35005300,Philips,CT9888,,
35005400,Philips,CT3328,,
35005500,Philips,TCD996,,
35005600,Philips,TOP 9672,,
35005700,Philips,CT1208,,
35005800,Philips,CT2828,,
35005900,Telit,SAT600,,
35006000,Telit,GM812,,
35006100,Telit,GM832,,
35006200,Telit,GM862S,,
35006300,Telit,GM825,,
35006400,Telit,GM910I,,
35006500,Telit,GM360M,,
35006600,Telit,GM810E,,
35006700,Telit,GM810ES,,
35006800,Telit,GM940,,
35009200,BlackBerry,R900,,
35021500,Fujitsu,FMP02-SANREMO,,
35021600,NEC,N2051,,
35025400,NEC,N900iG,,
35026500,Panasonic,P900i,,
35026600,Sharp,SH900i,,
35026900,NEC,KMP7L1A1-3A,,
35027600,Panasonic,P900i,,
35027900,NEC,KMP7L1A1-3A,,
35029900,Panasonic,P700i,,
35030526,LG,Chocolate,,
35031600,Ericsson,T65,,
35042100,Siemens,CL50,,
35044500,Siemens,CL50,,
35092900,MobiCom,C6088,,
35096300,Siemens,ABB Veriphon D45-1,,
35100801,Nokia,6070,,
35110501,Nokia,8800e Arte,,
35113300,BenQ,56D86,,
35116500,BenQ,56M20,,
35116600,Telsda,T69,,
35118300,BenQ,56D84,,
35118600,BenQ,S830C,,
35118700,BenQ,S830C,,
35118800,BenQ,56D87,,
35118900,BenQ,56D89,,
35121600,BenQ,Konka 7388,,
35122800,Siemens,Venice VE1,,
35126300,Sony Ericsson,T610,,
35126500,Sony Ericsson,T610,,
35126800,Ericsson,T610,,
35129700,Sony Ericsson,T630,,
35129800,Sony Ericsson,T630,,
35129900,Sony Ericsson,T630,,
35137800,BenQ,56D91,,
35140600,BenQ,56M30,,
86749901,Huawei,822FT,,
35245805,Samsung,GT-E1200M,,
35288702,Samsung,SGH-M610,,
35144000,BenQ,56D82,,
35153301,Motorola,MQ3-4411K11,,
35154001,Motorola,V365,,
35155300,Nokia,6310i,,
35155301,HTC,S620 Excalibur,,
35155503,Sony Ericsson,W910,,
35155701,HTC,S620 Excalibur,,
35155802,Sony Ericsson,W910,,
35156001,Sony Ericsson,K310,,
35156101,Sony Ericsson,K310,,
35156602,Sony Ericsson,W200,,
35156802,Sagem,my226x,,
35157302,ZTE,A35,,
35157501,Samsung,SGH-D407,,
35157502,Samsung,SGH-L770,,
35157702,Samsung,SGH-T639,,
35157801,NEC,e132,,
35157802,Samsung,SGH-F490,,
35157902,Samsung,SGH-L310,,
35158803,Sony Ericsson,J132,,
35159502,Sony Ericsson,J110,,
35159602,Sony Ericsson,W880,,
35159603,Huawei,E160,,
35160003,Sony Ericsson,K770i,,
35160901,Sony Ericsson,Z520,,
35162403,LG,KE970 Shine,,
35162802,Sagem,my411V,,
35163400,Siemens,Xelibri 1,,
35163500,BenQ,M770GT,,
35164300,Philips,630,,
35164700,Haier,Z1000,,
35164903,Sony Ericsson,W580,,
35165000,Siemens,Xelibri 7,,
35165002,Sony Ericsson,K320i,,
35165302,Sony Ericsson,W200,,
35166503,Samsung,SGH-U600G,,
35166603,Samsung,SGH-D900i,,
35166900,Philips,639,,
35167202,LG,KP220,,
35167401,Sony Ericsson,K310,,
35168803,Samsung,SGH-S5200,,
35169501,HTC,P3300 Artemis,,
35169701,Samsung,SGH-T809,,
35171000,LG,B1300,,
35171102,Samsung,SGH-F210,,
35171202,Sony Ericsson,K530i,,
35172701,Philips,S890,,
35173201,BenQ,C81,,
35173600,Siemens,Siemens ST55,,
35174002,ZTE,225,,
35174901,Samsung,SGH-X670,,
35175101,Samsung,SGH-X166,,
35175902,Philips,Xenium 9@9v,,
35176703,Samsung,SGH-E2510,,
35176801,Sagem,my401Z,,
35176802,BlackBerry,Blackberry 8800,,
35177201,Sagem,my419x,,
35177602,Motorola,RAZR V3i,,
35177902,Motorola,KRZR K1,,
35178002,Motorola,RAZR V3i,,
35178003,Sony Ericsson,W760,,
35178102,Motorola,RAZR V3i,,
35178202,Motorola,RAZR V3i,,
35178302,Motorola,RAZR V3,,
35178402,Motorola,W510,,
35178502,Motorola,ROKR EM28 EM330,,
35178503,LG,KP500 Cookie,,
35178702,Motorola,L2,,
35178802,Motorola,A1800,,
35178902,Motorola,ZN200,,
35179002,Motorola,RAZR V3i,,
35179192,Motorola,RIZR Z8m,,
35179202,Motorola,ROKR E8,,
35179603,Sony Ericsson,K330c,,
35179802,Motorola,RAZR V3,,
35179902,Motorola,RAZR V3,,
35180002,Motorola,MOTOFONE F3,,
35180603,Sony Ericsson,W705,,
35180703,Sony Ericsson,W705,,
35180803,Sony Ericsson,W705,,
35180903,Sony Ericsson,W715,,
35182103,Huawei,V735,,
35182602,Samsung,SGH-M120,,
35182701,Huawei,E220,,
35182902,Sony Ericsson,K850,,
35183901,Sony Ericsson,Z525,,
35184101,Sony Ericsson,Z525,,
35184103,BlackBerry,Blackberry 8820,,
35184503,BlackBerry,Blackberry Bold 9000,,
35184603,BlackBerry,Blackberry Bold 9000,,
35185100,BenQ,56D93 Vulcan-3C,,
35185200,BenQ,56D94 Vulcan-4C,,
35187202,Samsung,SGH-F480,,
35188303,Sony Ericsson,T280,,
35189102,Samsung,SGH-G600,,
35190102,Sony Ericsson,K510,,
35190301,Sony Ericsson,SO903i,,
35190702,Samsung,SGH-D900i,,
35191403,Samsung,SGH-T919 Behold,,
35191503,Samsung,SGH-T919 Behold,,
35192600,Sony Ericsson,T230,,
35192700,Sony Ericsson,T230,,
35192800,Sony Ericsson,T230,,
35192801,Asus,V80,,
35192900,Sony Ericsson,T230,,
35193000,Sony Ericsson,Z600,,
35193300,Sony Ericsson,Z600,,
35193900,HTC,Voyager,,
35194201,Sony Ericsson,K618i,,
35195902,ZTE,527,,
35196101,Motorola,RAZR V3i,,
35196102,BlackBerry,Blackberry Pearl 8110,,
35196600,Sony Ericsson,P900,,
35197202,Sagem,my721x,,
35197701,Amoisonic,E70,,
35197801,Samsung,SGH-Z370,,
35198700,Sony Ericsson,T230,,
35198902,Alcatel,One Touch S520X,,
35199000,Sony Ericsson,T610,,
